# dynamical charge structure factor of generlized Kondo-Heisenberg model
# t=0.5 U=10 Jh=10 L=200 n=1.33 S=1/2
# k, omega, N(k,omega)

0.045 0.95 5.91709e-05
0.045 1 2.15908e-05
0.045 1.05 2.02415e-05
0.045 1.1 6.13914e-05
0.045 1.15 8.14021e-06
0.045 1.2 2.82974e-05
0.045 1.25 6.42659e-05
0.045 1.3 2.39131e-05
0.045 1.35 2.65858e-05
0.045 1.4 1.9888e-05
0.045 1.45 2.38991e-05
0.045 1.5 0.000136106
0.045 1.55 1.3753e-05
0.045 1.6 6.99691e-05
0.045 1.65 1.84304e-05
0.045 1.7 2.9024e-05
0.045 1.75 7.45893e-05
0.045 1.8 6.45959e-05
0.045 1.85 1.81268e-05
0.045 1.9 8.08692e-05
0.045 1.95 4.60095e-07
0.045 2 8.21677e-05
0.045 2.05 3.95926e-05
0.045 2.1 1.12593e-06
0.045 2.15 6.1812e-05
0.045 2.2 0.000170909
0.045 2.25 8.6458e-05
0.045 2.3 5.39033e-05
0.045 2.35 7.06371e-05
0.045 2.4 3.17248e-05
0.045 2.45 0.000198473
0.045 2.5 9.3296e-06
0.045 2.55 7.90935e-05
0.045 2.6 0.000103032
0.045 2.65 3.50129e-05
0.045 2.7 3.3928e-05
0.045 2.75 0.000224498
0.045 2.8 0.000398422
0.045 2.85 9.0338e-05
0.045 2.9 0.000135263
0.045 2.95 0.000147611
0.045 3 2.65382e-05
0.045 3.05 0.00015336
0.045 3.1 0.000231145
0.045 3.15 9.80095e-05
0.045 3.2 0.000170091
0.045 3.25 0.000301211
0.045 3.3 5.20286e-05
0.045 3.35 0.000135034
0.045 3.4 0.000236288
0.045 3.45 0.000362389
0.045 3.5 4.35599e-05
0.045 3.55 0.000451187
0.045 3.6 0.000638196
0.045 3.65 9.9279e-05
0.045 3.7 0.000247437
0.045 3.75 0.000962748
0.045 3.8 8.93293e-06
0.045 3.85 9.02983e-05
0.045 3.9 0.000270983
0.045 3.95 3.54895e-05
0.045 4 8.90187e-05
0.045 4.05 1.75534e-05
0.045 4.1 9.48975e-08
0.045 4.15 1.27837e-05
0.045 4.2 6.78742e-06
0.045 4.25 1.5349e-05
0.045 4.3 1.12842e-06
0.045 4.35 1.24803e-06
0.045 4.4 6.03437e-06
0.045 4.45 8.45642e-06
0.045 4.5 8.62082e-07
0.045 4.55 2.73805e-06
0.045 4.6 6.92907e-07
0.045 4.65 3.53171e-06
0.045 4.7 9.91697e-06
0.045 4.75 8.68916e-06
0.045 4.8 6.72492e-06
0.045 4.85 5.1417e-06
0.045 4.9 1.3383e-06
0.045 4.95 7.67225e-07
0.045 5 2.54781e-06
0.05 0 0.000416423
0.05 0.05 0.000599372
0.05 0.1 0.000911713
0.05 0.15 0.0014639
0.05 0.2 0.00239226
0.05 0.25 0.00335803
0.05 0.3 0.00315442
0.05 0.35 0.00208615
0.05 0.4 0.00127125
0.05 0.45 0.000801737
0.05 0.5 0.000549034
0.05 0.55 0.000380027
0.05 0.6 0.000280555
0.05 0.65 0.000214787
0.05 0.7 0.000173912
0.05 0.75 0.000146906
0.05 0.8 0.000120781
0.05 0.85 9.16173e-05
0.05 0.9 7.77529e-05
0.05 0.95 7.93521e-05
0.05 1 3.12747e-05
0.05 1.05 4.58832e-05
0.05 1.1 7.05497e-05
0.05 1.15 3.57633e-05
0.05 1.2 2.40013e-05
0.05 1.25 7.75886e-05
0.05 1.3 3.57127e-05
0.05 1.35 5.26209e-05
0.05 1.4 2.72615e-05
0.05 1.45 3.31297e-05
0.05 1.5 0.000130971
0.05 1.55 1.11522e-05
0.05 1.6 7.27262e-05
0.05 1.65 1.12813e-05
0.05 1.7 2.42285e-05
0.05 1.75 9.33009e-05
0.05 1.8 8.02117e-05
0.05 1.85 1.97609e-06
0.05 1.9 0.000109511
0.05 1.95 1.35788e-05
0.05 2 7.71239e-05
0.05 2.05 2.56106e-05
0.05 2.1 4.02913e-05
0.05 2.15 8.40185e-05
0.05 2.2 0.000150525
0.05 2.25 7.94835e-05
0.05 2.3 6.61848e-05
0.05 2.35 9.24891e-05
0.05 2.4 6.16757e-05
0.05 2.45 0.00019803
0.05 2.5 1.68007e-05
0.05 2.55 0.000102519
0.05 2.6 7.57402e-05
0.05 2.65 1.00763e-05
0.05 2.7 6.22193e-05
0.05 2.75 0.000256412
0.05 2.8 0.000348763
0.05 2.85 3.1971e-05
0.05 2.9 7.68315e-05
0.05 2.95 8.1808e-05
0.05 3 3.23435e-06
0.05 3.05 0.000216266
0.05 3.1 0.000225164
0.05 3.15 7.1176e-05
0.05 3.2 0.000108001
0.05 3.25 0.000332373
0.05 3.3 6.07601e-05
0.05 3.35 8.35687e-05
0.05 3.4 0.000304787
0.05 3.45 0.000389737
0.05 3.5 2.52202e-05
0.05 3.55 0.000457611
0.05 3.6 0.000600679
0.05 3.65 6.57745e-05
0.05 3.7 0.000248257
0.05 3.75 0.000888029
0.05 3.8 4.29568e-05
0.05 3.85 0.000133891
0.05 3.9 0.000277293
0.05 3.95 6.01212e-05
0.05 4 0.000102696
0.05 4.05 1.30035e-05
0.05 4.1 3.97414e-07
0.05 4.15 1.04545e-05
0.05 4.2 4.35989e-06
0.05 4.25 1.43498e-05
0.05 4.3 4.78148e-06
0.05 4.35 1.10746e-06
0.05 4.4 4.42835e-06
0.05 4.45 9.80959e-06
0.05 4.5 6.6788e-06
0.05 4.55 5.01436e-06
0.05 4.6 4.59272e-06
0.05 4.65 2.79669e-06
0.05 4.7 8.03254e-06
0.05 4.75 3.3591e-06
0.05 4.8 4.44342e-06
0.05 4.85 1.06995e-05
0.05 4.9 5.18885e-06
0.05 4.95 1.93994e-06
0.05 5 2.68543e-06
0.055 0 0.000419392
0.055 0.05 0.000569251
0.055 0.1 0.000809546
0.055 0.15 0.00126066
0.055 0.2 0.00202606
0.055 0.25 0.00321113
0.055 0.3 0.00378084
0.055 0.35 0.00295817
0.055 0.4 0.00181415
0.055 0.45 0.00113111
0.055 0.5 0.000735911
0.055 0.55 0.000502413
0.055 0.6 0.000354283
0.055 0.65 0.00027006
0.055 0.7 0.000215366
0.055 0.75 0.000176192
0.055 0.8 0.000146983
0.055 0.85 0.000115812
0.055 0.9 9.94874e-05
0.055 0.95 9.72493e-05
0.055 1 6.11104e-05
0.055 1.05 7.90558e-05
0.055 1.1 6.77228e-05
0.055 1.15 5.70729e-05
0.055 1.2 2.4181e-05
0.055 1.25 7.91462e-05
0.055 1.3 4.70511e-05
0.055 1.35 6.8187e-05
0.055 1.4 4.58801e-05
0.055 1.45 4.8834e-05
0.055 1.5 0.000112141
0.055 1.55 5.51588e-06
0.055 1.6 8.09185e-05
0.055 1.65 2.82447e-06
0.055 1.7 3.74318e-05
0.055 1.75 0.000106577
0.055 1.8 9.49651e-05
0.055 1.85 1.76455e-05
0.055 1.9 0.000117605
0.055 1.95 3.29837e-05
0.055 2 8.03471e-05
0.055 2.05 2.20594e-05
0.055 2.1 6.80977e-05
0.055 2.15 9.40786e-05
0.055 2.2 0.000136284
0.055 2.25 7.95491e-05
0.055 2.3 8.13694e-05
0.055 2.35 0.000106492
0.055 2.4 4.59556e-05
0.055 2.45 0.000162184
0.055 2.5 9.81523e-06
0.055 2.55 9.97726e-05
0.055 2.6 4.34386e-05
0.055 2.65 3.92988e-06
0.055 2.7 8.47251e-05
0.055 2.75 0.000282334
0.055 2.8 0.000296777
0.055 2.85 4.72687e-06
0.055 2.9 4.87266e-05
0.055 2.95 6.96272e-05
0.055 3 3.30654e-05
0.055 3.05 0.000249964
0.055 3.1 0.000214229
0.055 3.15 7.65327e-05
0.055 3.2 5.34328e-05
0.055 3.25 0.000355021
0.055 3.3 7.8462e-05
0.055 3.35 5.94846e-05
0.055 3.4 0.000370281
0.055 3.45 0.00036938
0.055 3.5 1.31714e-05
0.055 3.55 0.000429858
0.055 3.6 0.000550598
0.055 3.65 2.44577e-05
0.055 3.7 0.000235496
0.055 3.75 0.000837845
0.055 3.8 8.0177e-05
0.055 3.85 0.00017796
0.055 3.9 0.00026088
0.055 3.95 8.46665e-05
0.055 4 9.66842e-05
0.055 4.05 1.26512e-05
0.055 4.1 8.19393e-07
0.055 4.15 8.3681e-06
0.055 4.2 4.8094e-06
0.055 4.25 1.93325e-05
0.055 4.3 6.46044e-07
0.055 4.35 3.13522e-06
0.055 4.4 1.76091e-06
0.055 4.45 1.49632e-05
0.055 4.5 9.38278e-06
0.055 4.55 6.08876e-06
0.055 4.6 3.79348e-06
0.055 4.65 1.69712e-06
0.055 4.7 4.61351e-06
0.055 4.75 9.8446e-07
0.055 4.8 1.09948e-06
0.055 4.85 8.66645e-06
0.055 4.9 9.09795e-06
0.055 4.95 2.96797e-07
0.055 5 5.71232e-06
0.06 0 0.000382944
0.06 0.05 0.000512216
0.06 0.1 0.000719164
0.06 0.15 0.00107455
0.06 0.2 0.00171074
0.06 0.25 0.00278781
0.06 0.3 0.00397053
0.06 0.35 0.00385302
0.06 0.4 0.00260244
0.06 0.45 0.00158241
0.06 0.5 0.00100593
0.06 0.55 0.00066205
0.06 0.6 0.000450988
0.06 0.65 0.000341088
0.06 0.7 0.000266986
0.06 0.75 0.000222772
0.06 0.8 0.000173561
0.06 0.85 0.000147347
0.06 0.9 0.000118896
0.06 0.95 0.000109953
0.06 1 8.74952e-05
0.06 1.05 9.4594e-05
0.06 1.1 5.74856e-05
0.06 1.15 5.65093e-05
0.06 1.2 2.43701e-05
0.06 1.25 8.29532e-05
0.06 1.3 5.31511e-05
0.06 1.35 6.05244e-05
0.06 1.4 6.80416e-05
0.06 1.45 5.2852e-05
0.06 1.5 8.85023e-05
0.06 1.55 3.65565e-05
0.06 1.6 8.6233e-05
0.06 1.65 1.17782e-06
0.06 1.7 5.20132e-05
0.06 1.75 0.000106775
0.06 1.8 9.54631e-05
0.06 1.85 3.68476e-05
0.06 1.9 0.000127032
0.06 1.95 5.10361e-05
0.06 2 8.74147e-05
0.06 2.05 2.14104e-05
0.06 2.1 9.4259e-05
0.06 2.15 7.36957e-05
0.06 2.2 0.000110212
0.06 2.25 9.17006e-05
0.06 2.3 0.000113813
0.06 2.35 0.000105956
0.06 2.4 1.79947e-05
0.06 2.45 0.000108391
0.06 2.5 4.51039e-05
0.06 2.55 8.03015e-05
0.06 2.6 3.78752e-05
0.06 2.65 8.19691e-06
0.06 2.7 9.06636e-05
0.06 2.75 0.000306285
0.06 2.8 0.0002765
0.06 2.85 3.99155e-05
0.06 2.9 4.93587e-05
0.06 2.95 0.000120168
0.06 3 5.8345e-05
0.06 3.05 0.000261828
0.06 3.1 0.000193312
0.06 3.15 9.07333e-05
0.06 3.2 1.6225e-05
0.06 3.25 0.000347623
0.06 3.3 9.2954e-05
0.06 3.35 4.36511e-05
0.06 3.4 0.00039531
0.06 3.45 0.000312891
0.06 3.5 0.000101483
0.06 3.55 0.000382354
0.06 3.6 0.000502269
0.06 3.65 2.62494e-05
0.06 3.7 0.000193721
0.06 3.75 0.000797374
0.06 3.8 0.000106785
0.06 3.85 0.000232396
0.06 3.9 0.000215457
0.06 3.95 8.28825e-05
0.06 4 7.75536e-05
0.06 4.05 9.1795e-06
0.06 4.1 9.4165e-07
0.06 4.15 8.0094e-06
0.06 4.2 8.69652e-06
0.06 4.25 2.12338e-05
0.06 4.3 6.38415e-06
0.06 4.35 5.33573e-06
0.06 4.4 1.35215e-07
0.06 4.45 1.83661e-05
0.06 4.5 1.50487e-06
0.06 4.55 4.15834e-06
0.06 4.6 4.32022e-06
0.06 4.65 8.05611e-06
0.06 4.7 1.06461e-06
0.06 4.75 2.31838e-06
0.06 4.8 5.34343e-06
0.06 4.85 2.76487e-06
0.06 4.9 5.08959e-06
0.06 4.95 5.39659e-06
0.06 5 5.32442e-06
0.065 0 0.00032994
0.065 0.05 0.000446606
0.065 0.1 0.000635077
0.065 0.15 0.000918641
0.065 0.2 0.00144663
0.065 0.25 0.00232183
0.065 0.3 0.00369299
0.065 0.35 0.00445385
0.065 0.4 0.0035973
0.065 0.45 0.00222679
0.065 0.5 0.0013885
0.065 0.55 0.000887853
0.065 0.6 0.000595604
0.065 0.65 0.000434993
0.065 0.7 0.000333107
0.065 0.75 0.000277966
0.065 0.8 0.00020781
0.065 0.85 0.000172894
0.065 0.9 0.000136385
0.065 0.95 0.000129436
0.065 1 9.76986e-05
0.065 1.05 0.000104781
0.065 1.1 6.23216e-05
0.065 1.15 6.18074e-05
0.065 1.2 1.52011e-05
0.065 1.25 9.96479e-05
0.065 1.3 6.38642e-05
0.065 1.35 4.90154e-05
0.065 1.4 8.33557e-05
0.065 1.45 4.79277e-05
0.065 1.5 6.22798e-05
0.065 1.55 6.23046e-05
0.065 1.6 7.41835e-05
0.065 1.65 5.30913e-06
0.065 1.7 4.92625e-05
0.065 1.75 0.000111238
0.065 1.8 8.55842e-05
0.065 1.85 6.04439e-05
0.065 1.9 0.000145059
0.065 1.95 6.00042e-05
0.065 2 8.23298e-05
0.065 2.05 2.44185e-05
0.065 2.1 0.000120845
0.065 2.15 4.51798e-05
0.065 2.2 8.63865e-05
0.065 2.25 9.89784e-05
0.065 2.3 0.000129534
0.065 2.35 8.27325e-05
0.065 2.4 5.54454e-05
0.065 2.45 6.16398e-05
0.065 2.5 4.32528e-05
0.065 2.55 8.01368e-05
0.065 2.6 7.3797e-05
0.065 2.65 3.93618e-05
0.065 2.7 8.1466e-05
0.065 2.75 0.000334597
0.065 2.8 0.000264177
0.065 2.85 6.72657e-05
0.065 2.9 9.0165e-06
0.065 2.95 0.000121663
0.065 3 8.4612e-05
0.065 3.05 0.000287737
0.065 3.1 0.000152613
0.065 3.15 6.7443e-05
0.065 3.2 2.09963e-05
0.065 3.25 0.000300646
0.065 3.3 0.000111624
0.065 3.35 3.74148e-06
0.065 3.4 0.000425562
0.065 3.45 0.000313691
0.065 3.5 0.000180104
0.065 3.55 0.000368755
0.065 3.6 0.000474418
0.065 3.65 4.37494e-05
0.065 3.7 0.000151201
0.065 3.75 0.000730394
0.065 3.8 0.000127883
0.065 3.85 0.000302191
0.065 3.9 0.000183437
0.065 3.95 7.36175e-05
0.065 4 6.98035e-05
0.065 4.05 1.95674e-06
0.065 4.1 1.06511e-06
0.065 4.15 7.13661e-06
0.065 4.2 1.15388e-05
0.065 4.25 1.30623e-05
0.065 4.3 7.22128e-06
0.065 4.35 5.5117e-06
0.065 4.4 2.7815e-06
0.065 4.45 1.80221e-05
0.065 4.5 5.26568e-06
0.065 4.55 9.35623e-07
0.065 4.6 8.56441e-06
0.065 4.65 9.4031e-06
0.065 4.7 2.5033e-06
0.065 4.75 1.62901e-06
0.065 4.8 1.36858e-05
0.065 4.85 3.05774e-06
0.065 4.9 8.92908e-08
0.065 4.95 5.82143e-06
0.065 5 1.9159e-06
0.07 0 0.0003156
0.07 0.05 0.000416843
0.07 0.1 0.000570686
0.07 0.15 0.000812458
0.07 0.2 0.00121975
0.07 0.25 0.00194089
0.07 0.3 0.00315761
0.07 0.35 0.00453829
0.07 0.4 0.00454506
0.07 0.45 0.00314374
0.07 0.5 0.00192123
0.07 0.55 0.00120849
0.07 0.6 0.000791589
0.07 0.65 0.000555301
0.07 0.7 0.000419165
0.07 0.75 0.00033145
0.07 0.8 0.000254257
0.07 0.85 0.000198189
0.07 0.9 0.000158328
0.07 0.95 0.000156625
0.07 1 0.000113663
0.07 1.05 0.000137097
0.07 1.1 8.442e-05
0.07 1.15 9.3515e-05
0.07 1.2 5.6364e-06
0.07 1.25 0.000119095
0.07 1.3 8.82456e-05
0.07 1.35 4.65073e-05
0.07 1.4 9.0237e-05
0.07 1.45 4.92131e-05
0.07 1.5 3.3015e-05
0.07 1.55 7.18716e-05
0.07 1.6 4.23883e-05
0.07 1.65 1.15431e-05
0.07 1.7 3.97982e-05
0.07 1.75 0.000132769
0.07 1.8 7.73202e-05
0.07 1.85 7.91485e-05
0.07 1.9 0.000149509
0.07 1.95 6.34242e-05
0.07 2 6.53292e-05
0.07 2.05 3.78811e-05
0.07 2.1 0.000135851
0.07 2.15 3.96207e-05
0.07 2.2 8.76283e-05
0.07 2.25 8.46983e-05
0.07 2.3 9.99985e-05
0.07 2.35 4.84516e-05
0.07 2.4 4.29167e-05
0.07 2.45 2.62331e-05
0.07 2.5 1.5311e-05
0.07 2.55 9.47301e-05
0.07 2.6 0.00010037
0.07 2.65 0.000134397
0.07 2.7 7.1228e-05
0.07 2.75 0.000345952
0.07 2.8 0.000224908
0.07 2.85 4.44269e-05
0.07 2.9 8.04611e-05
0.07 2.95 6.36444e-05
0.07 3 0.000113551
0.07 3.05 0.000320445
0.07 3.1 9.69979e-05
0.07 3.15 2.66954e-05
0.07 3.2 6.49261e-05
0.07 3.25 0.00022306
0.07 3.3 0.000152146
0.07 3.35 5.97801e-05
0.07 3.4 0.000501626
0.07 3.45 0.000370798
0.07 3.5 0.000190898
0.07 3.55 0.000382117
0.07 3.6 0.000461573
0.07 3.65 1.90685e-05
0.07 3.7 0.000139447
0.07 3.75 0.000627655
0.07 3.8 0.00014278
0.07 3.85 0.000366203
0.07 3.9 0.000179833
0.07 3.95 8.51255e-05
0.07 4 8.29128e-05
0.07 4.05 5.00444e-07
0.07 4.1 3.94369e-06
0.07 4.15 4.87218e-06
0.07 4.2 9.84208e-06
0.07 4.25 2.42381e-06
0.07 4.3 1.86278e-06
0.07 4.35 2.81894e-06
0.07 4.4 6.83192e-06
0.07 4.45 1.54347e-05
0.07 4.5 2.16704e-06
0.07 4.55 2.03883e-07
0.07 4.6 6.73487e-06
0.07 4.65 4.10157e-06
0.07 4.7 6.48534e-06
0.07 4.75 2.09087e-06
0.07 4.8 1.38873e-05
0.07 4.85 8.48398e-06
0.07 4.9 2.79875e-06
0.07 4.95 2.48531e-06
0.07 5 1.15563e-06
0.075 0 0.00032395
0.075 0.05 0.000408223
0.075 0.1 0.00052692
0.075 0.15 0.000733523
0.075 0.2 0.00104444
0.075 0.25 0.00163571
0.075 0.3 0.00261468
0.075 0.35 0.00414617
0.075 0.4 0.00509598
0.075 0.45 0.00424932
0.075 0.5 0.0026816
0.075 0.55 0.00165222
0.075 0.6 0.00104588
0.075 0.65 0.000711083
0.075 0.7 0.000526804
0.075 0.75 0.000396587
0.075 0.8 0.000307858
0.075 0.85 0.000242416
0.075 0.9 0.000186873
0.075 0.95 0.000177702
0.075 1 0.000154296
0.075 1.05 0.00018168
0.075 1.1 0.000101462
0.075 1.15 0.000123523
0.075 1.2 2.93887e-05
0.075 1.25 0.000122129
0.075 1.3 0.000115258
0.075 1.35 3.8254e-05
0.075 1.4 9.44054e-05
0.075 1.45 6.1005e-05
0.075 1.5 1.24821e-05
0.075 1.55 7.81305e-05
0.075 1.6 7.10644e-06
0.075 1.65 2.18456e-05
0.075 1.7 4.6782e-05
0.075 1.75 0.000157278
0.075 1.8 7.13133e-05
0.075 1.85 9.00805e-05
0.075 1.9 0.000137563
0.075 1.95 7.22119e-05
0.075 2 5.59788e-05
0.075 2.05 6.00507e-05
0.075 2.1 0.000130739
0.075 2.15 5.15296e-05
0.075 2.2 0.000105744
0.075 2.25 5.25202e-05
0.075 2.3 5.27344e-05
0.075 2.35 2.78793e-05
0.075 2.4 4.31477e-05
0.075 2.45 9.12314e-06
0.075 2.5 1.77367e-05
0.075 2.55 9.35741e-05
0.075 2.6 6.73304e-05
0.075 2.65 0.000192977
0.075 2.7 6.8625e-05
0.075 2.75 0.000314367
0.075 2.8 0.000177659
0.075 2.85 2.19266e-05
0.075 2.9 0.000147312
0.075 2.95 5.83772e-05
0.075 3 0.000135445
0.075 3.05 0.00030801
0.075 3.1 4.07244e-05
0.075 3.15 1.87503e-05
0.075 3.2 9.4865e-05
0.075 3.25 0.000129711
0.075 3.3 0.000212625
0.075 3.35 0.000112353
0.075 3.4 0.000591326
0.075 3.45 0.000384327
0.075 3.5 0.000168195
0.075 3.55 0.000357873
0.075 3.6 0.000440044
0.075 3.65 3.9773e-05
0.075 3.7 0.000149821
0.075 3.75 0.000517906
0.075 3.8 0.000146305
0.075 3.85 0.000400061
0.075 3.9 0.000166687
0.075 3.95 0.000106415
0.075 4 9.61177e-05
0.075 4.05 7.00086e-06
0.075 4.1 4.70837e-06
0.075 4.15 4.76541e-06
0.075 4.2 5.45513e-06
0.075 4.25 7.87339e-08
0.075 4.3 6.58879e-07
0.075 4.35 4.44012e-07
0.075 4.4 9.7069e-06
0.075 4.45 1.20026e-05
0.075 4.5 2.8266e-06
0.075 4.55 9.01075e-07
0.075 4.6 7.06194e-06
0.075 4.65 4.38023e-07
0.075 4.7 1.00824e-05
0.075 4.75 2.88594e-06
0.075 4.8 2.75552e-06
0.075 4.85 8.97905e-06
0.075 4.9 9.08392e-06
0.075 4.95 2.42331e-06
0.075 5 3.35613e-06
0.08 0 0.000303372
0.08 0.05 0.000377923
0.08 0.1 0.000485966
0.08 0.15 0.000652528
0.08 0.2 0.000919715
0.08 0.25 0.00137381
0.08 0.3 0.0021736
0.08 0.35 0.00352165
0.08 0.4 0.00506622
0.08 0.45 0.00522062
0.08 0.5 0.00371793
0.08 0.55 0.00227944
0.08 0.6 0.00140112
0.08 0.65 0.000923609
0.08 0.7 0.000661817
0.08 0.75 0.00049395
0.08 0.8 0.000367692
0.08 0.85 0.000307056
0.08 0.9 0.000220658
0.08 0.95 0.000193113
0.08 1 0.000200253
0.08 1.05 0.000205167
0.08 1.1 0.000102894
0.08 1.15 0.000123828
0.08 1.2 4.59113e-05
0.08 1.25 0.000108443
0.08 1.3 0.000129455
0.08 1.35 1.29971e-05
0.08 1.4 9.83201e-05
0.08 1.45 7.64133e-05
0.08 1.5 1.55147e-05
0.08 1.55 9.51632e-05
0.08 1.6 1.31054e-05
0.08 1.65 3.65755e-05
0.08 1.7 6.66855e-05
0.08 1.75 0.000164538
0.08 1.8 6.12606e-05
0.08 1.85 0.000100949
0.08 1.9 0.000145695
0.08 1.95 8.66881e-05
0.08 2 6.36431e-05
0.08 2.05 8.01004e-05
0.08 2.1 0.000113374
0.08 2.15 5.54533e-05
0.08 2.2 0.00010913
0.08 2.25 1.58533e-05
0.08 2.3 3.10607e-05
0.08 2.35 3.17261e-05
0.08 2.4 8.4529e-05
0.08 2.45 4.81131e-05
0.08 2.5 6.51156e-05
0.08 2.55 8.55158e-05
0.08 2.6 5.86064e-06
0.08 2.65 0.000178052
0.08 2.7 6.49442e-05
0.08 2.75 0.000251237
0.08 2.8 0.000161314
0.08 2.85 3.65339e-05
0.08 2.9 0.000167987
0.08 2.95 0.000127802
0.08 3 0.000147475
0.08 3.05 0.000238426
0.08 3.1 8.71163e-06
0.08 3.15 2.79828e-05
0.08 3.2 9.79613e-05
0.08 3.25 3.53762e-05
0.08 3.3 0.000272553
0.08 3.35 0.000133536
0.08 3.4 0.000646936
0.08 3.45 0.000329119
0.08 3.5 0.000178728
0.08 3.55 0.000286398
0.08 3.6 0.000401407
0.08 3.65 7.4035e-05
0.08 3.7 0.000150547
0.08 3.75 0.000426949
0.08 3.8 0.000137435
0.08 3.85 0.000410869
0.08 3.9 0.000125291
0.08 3.95 0.000110419
0.08 4 8.75093e-05
0.08 4.05 9.86253e-06
0.08 4.1 3.26465e-06
0.08 4.15 9.30691e-06
0.08 4.2 2.6288e-06
0.08 4.25 2.07679e-06
0.08 4.3 3.91074e-06
0.08 4.35 1.47041e-06
0.08 4.4 1.00469e-05
0.08 4.45 8.97686e-06
0.08 4.5 4.29908e-07
0.08 4.55 7.70691e-07
0.08 4.6 9.3754e-06
0.08 4.65 2.15043e-06
0.08 4.7 1.1804e-05
0.08 4.75 9.34224e-07
0.08 4.8 7.68634e-06
0.08 4.85 2.98592e-06
0.08 4.9 9.46954e-06
0.08 4.95 5.62477e-06
0.08 5 2.96143e-06
0.085 0 0.000263403
0.085 0.05 0.000334253
0.085 0.1 0.000440945
0.085 0.15 0.000578827
0.085 0.2 0.000816221
0.085 0.25 0.0011653
0.085 0.3 0.00181747
0.085 0.35 0.00290647
0.085 0.4 0.00456675
0.085 0.45 0.00569273
0.085 0.5 0.00489065
0.085 0.55 0.00317278
0.085 0.6 0.00192311
0.085 0.65 0.00121956
0.085 0.7 0.000844565
0.085 0.75 0.000621729
0.085 0.8 0.00044715
0.085 0.85 0.00037319
0.085 0.9 0.00026272
0.085 0.95 0.000223867
0.085 1 0.000226322
0.085 1.05 0.000209112
0.085 1.1 0.000105109
0.085 1.15 0.000121651
0.085 1.2 5.6057e-05
0.085 1.25 0.000100213
0.085 1.3 0.000137716
0.085 1.35 1.30344e-05
0.085 1.4 9.83209e-05
0.085 1.45 9.215e-05
0.085 1.5 3.59702e-05
0.085 1.55 0.00011684
0.085 1.6 1.74975e-05
0.085 1.65 4.6056e-05
0.085 1.7 7.36956e-05
0.085 1.75 0.000157045
0.085 1.8 5.19597e-05
0.085 1.85 0.000113077
0.085 1.9 0.000189174
0.085 1.95 9.38051e-05
0.085 2 7.39493e-05
0.085 2.05 9.46845e-05
0.085 2.1 9.50635e-05
0.085 2.15 5.20723e-05
0.085 2.2 8.35584e-05
0.085 2.25 1.98121e-05
0.085 2.3 3.0961e-05
0.085 2.35 4.94221e-05
0.085 2.4 0.00010543
0.085 2.45 8.39152e-05
0.085 2.5 0.000107728
0.085 2.55 0.000105797
0.085 2.6 2.07757e-05
0.085 2.65 0.000145327
0.085 2.7 4.88601e-05
0.085 2.75 0.000194244
0.085 2.8 0.000159476
0.085 2.85 4.28596e-05
0.085 2.9 0.000205832
0.085 2.95 0.000158986
0.085 3 0.000164415
0.085 3.05 0.0001706
0.085 3.1 4.99693e-05
0.085 3.15 2.14111e-07
0.085 3.2 9.59891e-05
0.085 3.25 3.83026e-05
0.085 3.3 0.000323615
0.085 3.35 0.000145217
0.085 3.4 0.000675874
0.085 3.45 0.000287116
0.085 3.5 0.000216936
0.085 3.55 0.000242057
0.085 3.6 0.000359524
0.085 3.65 6.97096e-05
0.085 3.7 0.000133305
0.085 3.75 0.000348143
0.085 3.8 0.000126303
0.085 3.85 0.000421102
0.085 3.9 9.20124e-05
0.085 3.95 0.00010412
0.085 4 6.72711e-05
0.085 4.05 2.49003e-06
0.085 4.1 1.71407e-06
0.085 4.15 1.47985e-05
0.085 4.2 2.53756e-06
0.085 4.25 1.63467e-06
0.085 4.3 9.15909e-06
0.085 4.35 4.42785e-06
0.085 4.4 1.05147e-05
0.085 4.45 7.99974e-06
0.085 4.5 4.44869e-06
0.085 4.55 2.5285e-06
0.085 4.6 5.21339e-06
0.085 4.65 8.33346e-06
0.085 4.7 1.13964e-05
0.085 4.75 2.85709e-06
0.085 4.8 6.39994e-06
0.085 4.85 4.76779e-07
0.085 4.9 6.18588e-06
0.085 4.95 6.03941e-06
0.085 5 5.18273e-07
0.09 0 0.000251594
0.09 0.05 0.000315599
0.09 0.1 0.000405331
0.09 0.15 0.000531766
0.09 0.2 0.000719971
0.09 0.25 0.00101848
0.09 0.3 0.00152117
0.09 0.35 0.0024029
0.09 0.4 0.00387273
0.09 0.45 0.0055468
0.09 0.5 0.0058446
0.09 0.55 0.00432396
0.09 0.6 0.00267448
0.09 0.65 0.00163202
0.09 0.7 0.00109904
0.09 0.75 0.000771012
0.09 0.8 0.000558056
0.09 0.85 0.000436647
0.09 0.9 0.000317743
0.09 0.95 0.000277557
0.09 1 0.000246047
0.09 1.05 0.000227383
0.09 1.1 0.000125357
0.09 1.15 0.000155386
0.09 1.2 7.15124e-05
0.09 1.25 0.000112344
0.09 1.3 0.000156416
0.09 1.35 2.09371e-05
0.09 1.4 9.37312e-05
0.09 1.45 0.000107482
0.09 1.5 5.18153e-05
0.09 1.55 0.0001303
0.09 1.6 2.03305e-05
0.09 1.65 4.01427e-05
0.09 1.7 6.10993e-05
0.09 1.75 0.000152854
0.09 1.8 5.59504e-05
